id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
3081,57,Female,10046,Divorced,3,High School,Unemployed,34.75288746,Suburban,Premium,,4,722,4,31-05-2022 15:21,Poor,Yes,Rarely,Apartment,532
3082,22,Female,50826,Divorced,3,Bachelor's,Employed,12.81628706,Rural,Basic,3,19,313,3,17-06-2023 15:21,Average,No,Daily,House,461
3083,45,Female,93952,Divorced,0,High School,Unemployed,39.5259068,Rural,Comprehensive,4,16,,5,20-10-2020 15:21,Average,No,Daily,Apartment,2236
3084,25,Male,39425,Married,2,High School,,20.32262411,Suburban,Premium,,17,699,3,07-05-2020 15:21,Average,No,Rarely,Apartment,23
3085,64,Female,8056,Married,4,Master's,Self-Employed,,Rural,Comprehensive,1,13,836,3,17-03-2023 15:21,Good,Yes,Daily,House,1242
3086,40,Male,81452,Single,,PhD,Self-Employed,9.181315497,Urban,Premium,0,9,493,5,31-10-2022 15:21,Good,No,Rarely,House,2892
3087,62,Female,4820,Single,3,High School,,11.05896173,Suburban,Premium,2,15,463,8,13-11-2023 15:21,Poor,No,Rarely,Apartment,604
3088,36,Male,28280,Divorced,3,Master's,Self-Employed,41.72364696,Rural,Basic,2,3,834,5,11-06-2022 15:21,Average,Yes,Rarely,Condo,556
3089,30,Female,143552,Divorced,0,High School,Self-Employed,40.74646458,Suburban,Premium,2,16,462,5,18-10-2019 15:21,Average,Yes,Rarely,Condo,196
3090,26,Male,16082,Married,3,PhD,Self-Employed,30.46904781,Rural,Basic,0,10,354,4,30-08-2022 15:21,,No,Rarely,House,581
3091,37,Male,723,Divorced,1,Master's,,49.17205501,Rural,Comprehensive,0,3,468,5,21-09-2023 15:21,Average,Yes,Rarely,Condo,554
3092,51,Female,8054,Divorced,2,Bachelor's,Unemployed,24.88163425,Rural,Premium,,5,719,7,03-02-2022 15:21,Poor,Yes,Rarely,Apartment,546
3093,42,Female,26395,Married,1,Bachelor's,,35.9355797,Suburban,Basic,0,6,472,2,16-07-2023 15:21,Poor,No,Rarely,House,956
3094,53,Male,71366,Married,4,PhD,Unemployed,42.98081892,Rural,Premium,3,17,536,6,09-01-2020 15:21,Good,Yes,Daily,House,2422
3095,48,Female,45539,Single,3,PhD,,40.99021276,Rural,Comprehensive,1,13,636,6,19-08-2020 15:21,Average,Yes,Weekly,House,590
3096,62,Female,1211,Divorced,0,Bachelor's,Employed,18.79792316,Suburban,Basic,,17,442,9,02-10-2023 15:21,Poor,No,Daily,House,736
3097,21,Female,28982,Divorced,3,Master's,,28.39287866,Suburban,Basic,,19,697,8,10-04-2020 15:21,Poor,No,Weekly,Apartment,543
3098,37,Male,5534,Divorced,4,High School,,27.08461814,Rural,Basic,,15,710,4,13-06-2022 15:21,Average,Yes,Monthly,House,2054
3099,28,Male,10981,Divorced,2,Master's,Self-Employed,10.89884912,Urban,Basic,0,4,,4,18-05-2023 15:21,Poor,Yes,Monthly,House,1021
3100,32,Female,1040,Single,2,Bachelor's,,21.16830084,Urban,Comprehensive,2,5,491,3,19-06-2021 15:21,Good,No,Daily,Condo,1024
3101,39,Male,27132,,0,Master's,,33.75883943,Rural,Premium,1,17,519,8,08-08-2020 15:21,Poor,Yes,Weekly,Apartment,828
3102,39,Male,78893,Divorced,4,Master's,Employed,4.393389297,Suburban,Basic,0,14,454,4,12-02-2021 15:21,Good,Yes,Rarely,Apartment,928
3103,36,Male,17627,Married,1,Master's,Self-Employed,9.839204559,Rural,Premium,1,6,389,8,07-12-2023 15:21,Average,No,Monthly,Apartment,444
3104,46,Male,13047,Single,3,Bachelor's,Unemployed,45.6850737,Urban,Premium,,7,616,9,27-07-2020 15:21,Good,No,Weekly,Apartment,2168
3105,55,Female,10910,Married,2,Master's,Employed,30.81665958,Urban,Premium,,16,587,3,29-05-2021 15:21,Good,No,Monthly,Apartment,1292
3106,20,Female,84024,Married,1,Master's,Employed,26.76913205,Suburban,Comprehensive,1,6,417,9,01-02-2021 15:21,,No,Monthly,Condo,126
3107,57,Male,93669,Married,0,Master's,Self-Employed,40.74606389,Rural,Comprehensive,2,3,,8,17-05-2020 15:21,Good,Yes,Daily,House,1881
3108,54,Male,5938,Divorced,2,Bachelor's,Unemployed,31.95785289,Urban,Comprehensive,,0,479,7,16-03-2022 15:21,Average,Yes,Daily,Condo,38
3109,52,Female,5854,Married,3,High School,,35.95559257,Urban,Premium,,6,,7,18-10-2023 15:21,,Yes,Daily,House,2612
3110,63,Male,81562,Divorced,4,Bachelor's,Unemployed,36.221132,Rural,Comprehensive,0,17,359,4,13-06-2023 15:21,Good,No,Rarely,Condo,2403
3111,41,Female,39422,Divorced,1,Master's,,42.12782522,Rural,Basic,0,2,527,8,26-01-2021 15:21,Poor,Yes,Rarely,Apartment,612
3112,57,Female,24146,Single,0,High School,Unemployed,44.05812364,Urban,Basic,0,4,578,4,28-06-2020 15:21,Poor,Yes,Daily,Condo,1055
3113,20,Female,13881,Single,1,PhD,Self-Employed,42.8461165,Suburban,Comprehensive,1,2,523,7,01-04-2024 15:21,Good,No,Weekly,House,479
3114,43,Male,71671,Single,4,PhD,Self-Employed,33.09391251,Suburban,Comprehensive,,2,614,1,28-10-2019 15:21,Poor,No,Monthly,Condo,2237
3115,53,Female,6874,Divorced,1,Master's,Self-Employed,20.45436416,Urban,Premium,,3,482,1,27-05-2022 15:21,Good,Yes,Weekly,Apartment,661
3116,26,Male,6960,,,Master's,,39.75352792,Suburban,Basic,0,14,,6,15-04-2021 15:21,Good,Yes,Daily,Condo,733
3117,52,Male,18053,Single,1,Bachelor's,Unemployed,11.81775277,Urban,Basic,,16,590,5,08-05-2024 15:21,Good,Yes,Rarely,Apartment,1514
3118,28,Female,35120,Divorced,1,Master's,Employed,,Suburban,Premium,0,8,734,2,06-03-2020 15:21,Poor,Yes,Weekly,House,489
3119,21,Female,146512,Single,,Bachelor's,Employed,18.53915674,Rural,Premium,,3,361,1,17-08-2020 15:21,Average,No,Daily,Apartment,72
3120,27,Male,27398,Divorced,4,High School,Self-Employed,,Urban,Basic,,12,478,5,24-11-2019 15:21,Average,No,Rarely,Apartment,22
3121,42,Female,21647,Married,2,High School,Self-Employed,51.94584377,Rural,Basic,0,16,449,1,03-04-2022 15:21,,Yes,Daily,Apartment,745
3122,24,Female,26791,Married,0,Bachelor's,,27.93835712,Urban,Comprehensive,1,18,441,7,06-11-2022 15:21,Good,No,Daily,Condo,1449
3123,27,Male,97700,Divorced,1,High School,,30.4496394,Suburban,Basic,1,16,372,3,20-12-2021 15:21,Poor,Yes,Daily,Condo,1252
3124,47,Male,44335,Divorced,0,PhD,Self-Employed,23.02573491,Suburban,Comprehensive,3,1,643,2,04-10-2022 15:21,Good,No,Monthly,Condo,1520
3125,53,Female,84553,Married,0,High School,,51.44808141,Urban,Basic,0,4,,2,13-02-2021 15:21,Poor,Yes,Rarely,Condo,23
3126,38,Male,25492,Married,3,PhD,Unemployed,32.7578377,Suburban,Premium,1,5,840,5,28-12-2019 15:21,Poor,Yes,Weekly,Apartment,1870
3127,63,Male,63732,Divorced,,Master's,Unemployed,10.079993,Suburban,Premium,0,1,381,4,11-09-2021 15:21,Poor,No,Monthly,Apartment,1308
3128,29,Male,,Married,3,Bachelor's,Self-Employed,29.98460459,Rural,Premium,0,10,637,9,20-03-2020 15:21,Average,No,Rarely,Apartment,64
3129,30,Male,2482,Married,4,Bachelor's,Employed,11.17552866,Rural,Premium,2,19,534,3,21-11-2023 15:21,Good,Yes,Daily,Apartment,1205
3130,18,Female,28511,Married,0,Master's,Unemployed,20.10562294,Suburban,Comprehensive,1,10,752,1,07-03-2024 15:21,Poor,Yes,Daily,House,1618
3131,62,Female,12989,Single,0,Bachelor's,,12.17208982,Rural,Premium,,14,562,7,24-04-2021 15:21,Good,No,Daily,Condo,893
3132,54,Female,3298,Divorced,,PhD,Unemployed,46.14096992,Suburban,Basic,3,4,531,6,27-10-2023 15:21,Poor,Yes,Daily,Apartment,882
3133,54,Female,16815,Divorced,1,High School,,49.38605224,Rural,Premium,0,18,635,6,10-05-2022 15:21,Average,Yes,Weekly,Condo,622
3134,44,Male,18058,Single,0,High School,,11.03958454,Urban,Basic,1,16,,7,01-09-2019 15:21,Average,No,Weekly,Condo,719
3135,43,Female,17069,Married,2,High School,Unemployed,18.9548652,Rural,Comprehensive,,14,526,3,09-02-2021 15:21,Average,No,Rarely,Apartment,1625
3136,47,Male,44332,Divorced,2,Bachelor's,Self-Employed,,Urban,Basic,0,19,744,9,08-01-2024 15:21,Good,No,Daily,Apartment,2789
3137,57,Female,20571,Single,3,Bachelor's,Employed,15.39437552,Suburban,Premium,1,12,672,2,23-10-2021 15:21,Average,Yes,Weekly,House,3188
3138,37,Female,10143,Single,3,PhD,Unemployed,13.77911793,Urban,Comprehensive,,12,629,4,28-09-2022 15:21,Average,No,Monthly,House,876
3139,,Female,44607,Married,3,High School,Unemployed,7.534644107,Rural,Premium,2,7,649,4,10-04-2023 15:21,,No,Daily,Apartment,3525
3140,51,Female,48430,Married,1,PhD,,20.8131366,Urban,Comprehensive,1,2,804,6,20-11-2020 15:21,Poor,No,Daily,Condo,110
3141,27,Female,44955,Single,1,PhD,Unemployed,13.90622424,Suburban,Basic,0,18,610,1,20-02-2020 15:21,Poor,No,Weekly,Apartment,3580
3142,23,Female,6894,Single,0,Bachelor's,Self-Employed,22.23785812,Suburban,Comprehensive,1,12,748,8,17-04-2021 15:21,Good,No,Weekly,House,1061
3143,41,Female,35244,Divorced,1,Master's,,33.63679316,Rural,Comprehensive,2,5,836,9,08-06-2021 15:21,Poor,No,Daily,Condo,909
3144,53,Female,6862,Single,1,High School,Self-Employed,10.47971739,Urban,Comprehensive,,8,,8,24-06-2024 15:21,Poor,Yes,Rarely,House,875
3145,20,Female,5860,Divorced,3,Bachelor's,Employed,33.94431621,Rural,Premium,0,3,570,1,29-12-2020 15:21,Poor,No,Daily,Condo,616
3146,61,Male,,Single,4,PhD,Employed,14.00197339,Rural,Comprehensive,,15,491,3,13-10-2021 15:21,Average,Yes,Rarely,Apartment,220
3147,19,Male,5871,Single,4,Bachelor's,Employed,9.181708847,Urban,Basic,0,19,445,1,25-04-2022 15:21,Poor,Yes,Weekly,Apartment,1708
3148,38,Male,19977,Divorced,,Master's,Employed,17.73543031,Suburban,Premium,0,11,589,1,07-03-2024 15:21,Poor,No,Rarely,House,1206
3149,30,Female,5874,Divorced,2,High School,Unemployed,12.67338083,Rural,Comprehensive,,4,783,1,04-04-2023 15:21,Poor,Yes,Weekly,Apartment,962
3150,44,Male,46089,Single,2,High School,,19.9363672,Urban,Premium,,16,552,8,08-10-2022 15:21,Good,No,Weekly,House,310
3151,20,Male,27126,Single,,Master's,Unemployed,32.08011608,Urban,Comprehensive,0,4,617,4,04-12-2019 15:21,Average,No,Monthly,House,487
3152,23,Female,80549,Divorced,1,PhD,Employed,21.43486724,Urban,Premium,0,4,310,2,21-05-2020 15:21,Average,No,Rarely,Apartment,2102
3153,47,Male,94898,Single,0,High School,,21.68264924,Suburban,Basic,1,4,476,4,22-08-2021 15:21,Good,Yes,Weekly,Apartment,2105
3154,27,Female,75569,Single,,High School,Employed,35.13682053,Suburban,Basic,5,0,698,4,26-02-2023 15:21,Good,No,Rarely,House,2601
3155,40,Male,17187,Married,4,Master's,,,Rural,Basic,0,4,849,1,13-03-2023 15:21,Poor,No,Daily,House,492
3156,35,Female,21083,Single,1,PhD,Unemployed,40.63866729,Rural,Comprehensive,1,7,,9,10-11-2022 15:21,Poor,No,Daily,Apartment,898
3157,60,Female,128542,Divorced,4,Master's,Unemployed,18.38882114,Urban,Premium,2,5,452,9,25-09-2023 15:21,Average,Yes,Rarely,Condo,731
3158,45,Male,18341,Married,4,PhD,Self-Employed,30.2579266,Urban,Comprehensive,0,11,488,2,23-05-2022 15:21,Good,Yes,Rarely,Condo,1764
3159,38,Male,27126,Married,0,PhD,,33.89817095,Urban,Comprehensive,,3,759,7,21-01-2021 15:21,Average,Yes,Weekly,House,1112
3160,37,Male,38156,Divorced,0,Master's,,9.981243162,Urban,Basic,1,19,644,8,30-06-2023 15:21,Good,No,Weekly,House,494
3161,30,Male,1135,Married,0,PhD,Self-Employed,40.05262034,Suburban,Comprehensive,2,16,673,4,25-03-2024 15:21,Poor,Yes,Monthly,Condo,1646
3162,29,Female,45205,Married,2,PhD,Self-Employed,43.59017608,Suburban,Premium,1,14,629,1,18-08-2020 15:21,Good,Yes,Rarely,Apartment,588
3163,60,Female,6911,Single,,High School,Unemployed,24.36215032,Rural,Basic,1,17,808,7,14-01-2024 15:21,,Yes,Monthly,Condo,1034
3164,47,Female,101534,Divorced,0,Bachelor's,,30.73869377,Rural,Comprehensive,2,4,336,9,11-07-2022 15:21,Poor,No,Monthly,Apartment,2451
3165,61,Female,11827,Married,3,Bachelor's,Unemployed,33.93869344,Rural,Basic,0,11,791,2,07-06-2024 15:21,Average,Yes,Monthly,Apartment,1045
3166,25,Female,43490,Single,3,High School,,12.75173786,Rural,Premium,1,14,815,7,19-04-2022 15:21,Poor,No,Monthly,House,1137
3167,19,Male,4064,Divorced,,PhD,Unemployed,32.56650161,Urban,Premium,1,18,,2,21-04-2020 15:21,Poor,No,Daily,Condo,271
3168,50,Female,28508,Single,,High School,Self-Employed,23.98477877,Urban,Comprehensive,,18,731,2,09-07-2023 15:21,Poor,No,Weekly,House,587
3169,29,Male,132267,Single,4,High School,Employed,12.81381109,Suburban,Basic,0,16,667,2,14-10-2022 15:21,Poor,No,Weekly,Apartment,165
3170,33,Female,38808,Divorced,3,Master's,Employed,20.70572207,Suburban,Basic,2,0,713,1,24-10-2022 15:21,Average,No,Monthly,Condo,1620
3171,36,Male,104782,Divorced,,High School,Employed,46.33993018,Urban,Comprehensive,0,8,403,5,25-11-2023 15:21,Good,No,Daily,Condo,3764
3172,46,Female,5963,Married,1,High School,,19.92416965,Rural,Premium,0,10,752,5,10-09-2023 15:21,Good,Yes,Rarely,Condo,2057
3173,62,Male,2498,Divorced,4,High School,Self-Employed,7.191414778,Rural,Basic,3,11,622,2,24-02-2023 15:21,Average,No,Monthly,Apartment,1819
3174,53,Male,27892,Divorced,0,Master's,Self-Employed,32.06742549,Suburban,Basic,,13,515,3,07-06-2021 15:21,Good,No,Rarely,House,1531
3175,47,Female,33889,Single,0,Master's,Self-Employed,47.83915625,Suburban,Comprehensive,1,2,,7,20-06-2022 15:21,Average,No,Monthly,House,927
3176,23,Female,23998,Married,0,Master's,Self-Employed,10.59123632,Rural,Premium,1,16,658,1,06-01-2022 15:21,Average,Yes,Monthly,Apartment,818
3177,35,Female,3940,Divorced,,High School,Self-Employed,26.76917813,Suburban,Premium,2,14,683,2,02-06-2022 15:21,Poor,Yes,Weekly,House,1456
3178,53,Female,37485,Married,3,Bachelor's,,,Suburban,Comprehensive,,16,785,7,26-09-2022 15:21,Poor,Yes,Weekly,Condo,1563
3179,64,Female,5389,Single,4,PhD,Self-Employed,28.23594804,Suburban,Comprehensive,0,16,514,9,21-12-2019 15:21,Poor,Yes,Daily,Condo,514
3180,57,Female,15882,Married,4,High School,,35.2847219,Rural,Premium,2,5,551,2,24-09-2023 15:21,Average,Yes,Weekly,Apartment,494
3181,43,Male,53620,Single,3,Bachelor's,Self-Employed,20.84800135,Rural,Premium,0,19,,8,29-12-2022 15:21,Poor,Yes,Weekly,Condo,382
3182,35,Female,17114,Married,1,Master's,Employed,22.68270136,Suburban,Basic,2,2,555,4,18-12-2021 15:21,,Yes,Rarely,Condo,3276
3183,18,Female,54563,Divorced,2,High School,Unemployed,29.91801852,Urban,Comprehensive,0,12,336,2,21-08-2021 15:21,Poor,No,Monthly,Apartment,497
3184,23,Male,5881,Single,0,Bachelor's,Unemployed,7.048324877,Rural,Basic,1,7,726,4,28-09-2023 15:21,Good,No,Daily,Apartment,20
3185,64,Female,73351,,3,High School,,8.593669546,Suburban,Premium,,11,398,8,03-08-2022 15:21,Good,Yes,Rarely,House,549
3186,50,Female,44748,Divorced,3,PhD,,14.04982868,Urban,Comprehensive,,7,393,8,29-11-2020 15:21,Average,No,Weekly,Condo,45
3187,59,Female,70725,Married,2,High School,,26.98851096,Rural,Comprehensive,0,2,358,1,03-10-2020 15:21,Good,No,Monthly,Apartment,717
3188,18,Male,16077,Divorced,0,Bachelor's,,33.56692773,Rural,Comprehensive,1,13,,8,21-10-2021 15:21,Poor,Yes,Weekly,Apartment,471
3189,27,Male,4816,Married,2,Master's,,34.75475069,Urban,Premium,,8,621,1,30-08-2020 15:21,Average,Yes,Rarely,Condo,2791
3190,27,Male,50832,Single,4,PhD,,,Rural,Premium,0,14,464,7,27-04-2024 15:21,,Yes,Weekly,Apartment,1031
3191,62,Female,8060,Married,4,Bachelor's,Employed,40.79750979,Urban,Premium,0,12,796,1,05-10-2023 15:21,Good,Yes,Daily,House,843
3192,40,Female,63859,Single,0,Bachelor's,Self-Employed,31.44522563,Urban,Premium,4,3,373,4,26-08-2022 15:21,Poor,Yes,Weekly,House,478
3193,34,Female,63551,Married,1,Bachelor's,Employed,28.20843837,Suburban,Comprehensive,,4,366,5,08-09-2023 15:21,Poor,Yes,Rarely,Apartment,493
3194,42,Female,87405,Divorced,2,Master's,,38.54887719,Rural,Basic,1,0,803,6,04-10-2023 15:21,Poor,Yes,Daily,House,118
3195,49,Male,14084,Single,3,Bachelor's,Unemployed,,Urban,Premium,0,2,,8,03-03-2024 15:21,Average,Yes,Rarely,Apartment,1390
3196,41,Female,12881,Divorced,4,High School,Unemployed,26.33676055,Suburban,Premium,1,16,613,1,28-09-2023 15:21,Poor,Yes,Daily,House,486
3197,41,Female,16015,Single,,Master's,Employed,41.60632534,Suburban,Basic,1,16,744,9,14-05-2020 15:21,Poor,Yes,Rarely,Condo,1568
3198,42,Female,10001,Divorced,0,High School,,26.71072302,Rural,Premium,0,0,,7,31-01-2021 15:21,Poor,Yes,Rarely,Apartment,1131
3199,26,Female,26396,Divorced,0,Bachelor's,Employed,22.42546955,Suburban,Comprehensive,,17,810,5,23-05-2022 15:21,Poor,Yes,Rarely,Apartment,918
3200,34,Male,9071,Married,1,Bachelor's,Unemployed,35.82490684,Suburban,Comprehensive,1,0,551,5,04-12-2022 15:21,Poor,Yes,Daily,Condo,101
3201,50,Male,38217,Married,3,PhD,Unemployed,15.63436463,Rural,Comprehensive,,4,767,8,04-11-2022 15:21,Good,Yes,Weekly,House,491
3202,63,Male,37000,Married,3,Master's,Self-Employed,,Rural,Comprehensive,,5,464,1,18-11-2023 15:21,Average,Yes,Monthly,Condo,712
3203,24,Male,40217,Divorced,,PhD,Self-Employed,28.99118983,Rural,Basic,0,2,658,2,26-03-2024 15:21,,No,Rarely,Condo,892
3204,60,Female,51931,Married,1,High School,Self-Employed,17.31086892,Urban,Comprehensive,2,2,381,4,26-10-2023 15:21,Poor,Yes,Weekly,Condo,852
3205,46,Male,24605,Married,,High School,Self-Employed,20.36574253,Rural,Basic,1,5,,3,15-03-2023 15:21,Average,Yes,Monthly,Apartment,876
3206,25,Female,61172,Married,4,High School,Self-Employed,29.45197873,Urban,Premium,1,17,453,3,24-09-2023 15:21,Average,Yes,Weekly,Apartment,729
3207,47,Female,29077,Single,2,PhD,,20.98144528,Urban,Basic,1,14,,6,02-01-2021 15:21,Good,No,Daily,Apartment,1096
3208,62,Female,37798,Married,,Bachelor's,,21.14196286,Rural,Basic,2,2,765,7,13-05-2021 15:21,Good,No,Monthly,House,66
3209,60,Female,39764,Single,1,PhD,Unemployed,5.601979025,Suburban,Basic,,4,466,7,10-09-2021 15:21,Good,No,Weekly,Condo,981
3210,28,Male,12097,Married,2,Master's,Self-Employed,28.83528599,Rural,Basic,1,16,,1,13-12-2023 15:21,Poor,Yes,Daily,Apartment,1642
3211,61,Male,51634,Divorced,2,Bachelor's,,33.89543614,Urban,Premium,3,6,745,7,16-07-2024 15:21,Poor,No,Rarely,Condo,2536
3212,38,Male,43786,Single,3,Bachelor's,Employed,21.9352747,Suburban,Basic,,11,486,3,27-05-2023 15:21,Poor,No,Monthly,House,882
3213,50,Male,57740,Divorced,3,High School,,24.84845952,Rural,Premium,1,1,,1,16-06-2022 15:21,Good,Yes,Weekly,House,191
3214,38,Female,4976,Divorced,4,Master's,Employed,4.948213148,Urban,Comprehensive,1,14,467,1,19-09-2022 15:21,Good,Yes,Rarely,Apartment,1224
3215,20,Male,29253,Single,4,Bachelor's,Unemployed,19.62282498,Urban,Basic,1,8,748,5,02-07-2021 15:21,Average,No,Daily,Apartment,2221
3216,36,Male,30108,Single,1,High School,Self-Employed,26.6935731,Suburban,Basic,2,10,497,1,27-05-2021 15:21,Average,No,Rarely,Apartment,3244
3217,34,Female,85712,Single,3,Bachelor's,Unemployed,27.90191287,Rural,Comprehensive,,19,378,9,03-06-2023 15:21,Poor,Yes,Monthly,Condo,2503
3218,25,Male,16221,Single,1,PhD,Unemployed,24.0146644,Rural,Comprehensive,0,0,661,1,03-11-2021 15:21,Good,No,Rarely,Condo,281
3219,51,Male,33076,Divorced,0,PhD,Unemployed,21.55702161,Suburban,Premium,,4,587,5,18-12-2020 15:21,,Yes,Rarely,House,1832
3220,,Female,25211,Divorced,2,PhD,Self-Employed,9.944625173,Suburban,Comprehensive,0,11,711,4,22-12-2023 15:21,Good,No,Weekly,Condo,498
3221,56,Female,50879,Married,0,Bachelor's,Self-Employed,22.84554692,Urban,Premium,0,2,444,9,23-11-2020 15:21,Good,No,Weekly,House,100
3222,64,Female,18227,Married,,Master's,,29.27983651,Rural,Basic,0,18,749,6,27-09-2023 15:21,Average,Yes,Weekly,Apartment,841
3223,24,Male,9058,Married,0,High School,Employed,9.837447387,Rural,Basic,0,6,468,6,10-09-2023 15:21,Good,No,Rarely,Condo,1447
3224,50,Male,30941,Married,2,Bachelor's,Employed,11.24462528,Suburban,Basic,2,7,833,5,16-11-2023 15:21,Average,No,Monthly,Apartment,434
3225,28,Male,30652,Divorced,4,PhD,Self-Employed,36.24006496,Rural,Premium,2,13,513,7,20-01-2022 15:21,Average,Yes,Weekly,House,645
3226,56,Male,6541,Married,,Master's,,26.52741065,Rural,Basic,1,7,,6,21-04-2023 15:21,,No,Daily,Condo,453
3227,47,Male,56893,Married,2,High School,,48.85610435,Urban,Basic,1,14,326,8,06-02-2023 15:21,Poor,Yes,Daily,Condo,624
3228,40,Female,20100,Divorced,3,PhD,,13.08262805,Suburban,Premium,,5,783,7,26-02-2023 15:21,Good,No,Weekly,House,250
3229,27,Female,37192,Married,4,Bachelor's,Self-Employed,18.17994795,Suburban,Comprehensive,0,3,,4,17-04-2022 15:21,Average,No,Daily,House,467
3230,64,Female,32736,Married,2,High School,,29.82368265,Urban,Premium,1,10,751,5,31-12-2020 15:21,Average,No,Rarely,House,1630
3231,48,Male,91448,Married,0,PhD,Unemployed,35.07981491,Suburban,Basic,2,8,449,7,13-07-2022 15:21,Good,No,Monthly,Apartment,427
3232,44,Male,3611,Single,0,PhD,Self-Employed,17.08401283,Urban,Basic,1,6,397,5,05-07-2020 15:21,Average,No,Weekly,Apartment,512
3233,34,Male,12573,Married,4,Master's,,47.47011346,Suburban,Premium,1,12,564,9,21-01-2024 15:21,Poor,Yes,Weekly,House,548
3234,27,Male,11907,Married,1,High School,Self-Employed,26.76090137,Suburban,Basic,,7,702,2,20-06-2020 15:21,Average,No,Monthly,House,1664
3235,33,Male,11862,Married,2,Master's,Unemployed,20.63542837,Suburban,Premium,,5,536,9,06-07-2024 15:21,Poor,No,Weekly,House,843
3236,58,Male,10924,Married,3,High School,,3.294094444,Rural,Comprehensive,,16,581,4,26-05-2024 15:21,Average,Yes,Daily,Condo,20
3237,43,Female,21117,,1,Master's,,48.59304067,Rural,Premium,0,3,771,1,22-05-2021 15:21,Poor,Yes,Rarely,House,716
3238,45,Female,7605,Married,2,High School,Unemployed,7.109801108,Suburban,Premium,,8,,1,27-03-2021 15:21,Average,Yes,Rarely,Apartment,392
3239,52,Male,100974,Married,4,High School,Employed,26.72689395,Suburban,Comprehensive,0,15,437,6,20-05-2024 15:21,Good,No,Weekly,Condo,350
3240,28,Male,15380,Married,1,Bachelor's,,14.92930694,Urban,Basic,0,12,735,2,19-07-2023 15:21,Poor,Yes,Daily,Condo,685
3241,20,Male,27881,Married,1,Bachelor's,,51.35389735,Urban,Comprehensive,1,1,678,3,22-02-2020 15:21,Average,Yes,Weekly,House,958
3242,26,Male,2631,Divorced,,High School,,41.83878376,Rural,Comprehensive,1,3,590,1,23-01-2024 15:21,Average,No,Weekly,Apartment,2524
3243,33,Female,15585,Married,2,Master's,Self-Employed,8.558901088,Suburban,Basic,0,2,,3,11-01-2020 15:21,Average,No,Rarely,Condo,1203
3244,56,Female,1885,Divorced,0,Master's,,46.76464647,Suburban,Premium,1,8,492,6,05-03-2021 15:21,Good,No,Weekly,Apartment,2785
3245,60,Female,117674,Married,,Master's,Unemployed,9.813900383,Suburban,Comprehensive,,7,619,4,21-12-2021 15:21,Good,Yes,Daily,House,83
3246,48,Female,121336,Married,4,PhD,Self-Employed,,Suburban,Comprehensive,,11,634,7,12-09-2019 15:21,Average,Yes,Daily,House,22
